Round,Avg_Train_Loss,Val_Loss,F1_Score,Accuracy,Balanced_Acc,Confusion_Matrix,Balanced_F1,Balanced_Acc,Classification_Report,Model
1,0.861682164447093,1.1176759136187566,0.16704225284372842,0.182706002034588,0.5129305674576204,"[[112, 4016], [1, 786]]",0.3632114020463535,0.513,"              precision    recall  f1-score   support

           0       0.99      0.03      0.05      4128
           1       0.16      1.00      0.28       787

    accuracy                           0.18      4915
   macro avg       0.58      0.51      0.17      4915
weighted avg       0.86      0.18      0.09      4915
",TRANSFORMERNN
2,0.43541036976762915,1.220589787929089,0.14396852334094137,0.16459816887080367,0.5021505286979305,"[[23, 4105], [1, 786]]",0.33288859239492996,0.499,"              precision    recall  f1-score   support

           0       0.96      0.01      0.01      4128
           1       0.16      1.00      0.28       787

    accuracy                           0.16      4915
   macro avg       0.56      0.50      0.14      4915
weighted avg       0.83      0.16      0.05      4915
",TRANSFORMERNN
3,0.2841246111433128,1.212814170044738,0.14974849357069323,0.16907426246185148,0.504815257380101,"[[45, 4083], [1, 786]]",0.34170005629325473,0.503,"              precision    recall  f1-score   support

           0       0.98      0.01      0.02      4128
           1       0.16      1.00      0.28       787

    accuracy                           0.17      4915
   macro avg       0.57      0.50      0.15      4915
weighted avg       0.85      0.17      0.06      4915
",TRANSFORMERNN
4,0.2376059999832525,1.1870220760246375,0.15495894131093357,0.17314343845371313,0.5072377380002561,"[[65, 4063], [1, 786]]",0.3482299297038272,0.506,"              precision    recall  f1-score   support

           0       0.98      0.02      0.03      4128
           1       0.16      1.00      0.28       787

    accuracy                           0.17      4915
   macro avg       0.57      0.51      0.15      4915
weighted avg       0.85      0.17      0.07      4915
",TRANSFORMERNN
5,0.20738522130413653,1.1925061290914363,0.16006939748807153,0.1770091556459817,0.5085106946209234,"[[86, 4042], [3, 784]]",0.35372317066296466,0.507,"              precision    recall  f1-score   support

           0       0.97      0.02      0.04      4128
           1       0.16      1.00      0.28       787

    accuracy                           0.18      4915
   macro avg       0.56      0.51      0.16      4915
weighted avg       0.84      0.18      0.08      4915
",TRANSFORMERNN
6,0.18815863912217104,1.1432976149893426,0.17298371708206328,0.1871820956256358,0.5135384962028309,"[[138, 3990], [5, 782]]",0.3553659573077049,0.507,"              precision    recall  f1-score   support

           0       0.97      0.03      0.06      4128
           1       0.16      0.99      0.28       787

    accuracy                           0.19      4915
   macro avg       0.56      0.51      0.17      4915
weighted avg       0.84      0.19      0.10      4915
",TRANSFORMERNN
7,0.17798564991696753,1.194300536211435,0.15945524295734936,0.17660223804679553,0.5087826465431479,"[[83, 4045], [2, 785]]",0.3542086693548387,0.508,"              precision    recall  f1-score   support

           0       0.98      0.02      0.04      4128
           1       0.16      1.00      0.28       787

    accuracy                           0.18      4915
   macro avg       0.57      0.51      0.16      4915
weighted avg       0.85      0.18      0.08      4915
",TRANSFORMERNN
8,0.16779555252788503,1.1205357901461712,0.1810812401223982,0.19348931841302136,0.515236541227111,"[[173, 3955], [9, 778]]",0.3669665268987444,0.511,"              precision    recall  f1-score   support

           0       0.95      0.04      0.08      4128
           1       0.16      0.99      0.28       787

    accuracy                           0.19      4915
   macro avg       0.56      0.52      0.18      4915
weighted avg       0.82      0.19      0.11      4915
",TRANSFORMERNN
9,0.16465090972011862,1.1466599787984575,0.18207344218513144,0.1943031536113937,0.515721037351142,"[[177, 3951], [9, 778]]",0.36903949192163676,0.512,"              precision    recall  f1-score   support

           0       0.95      0.04      0.08      4128
           1       0.16      0.99      0.28       787

    accuracy                           0.19      4915
   macro avg       0.56      0.52      0.18      4915
weighted avg       0.83      0.19      0.11      4915
",TRANSFORMERNN
10,0.14649804787210388,1.1173510226336392,0.1980617599588875,0.20752797558494404,0.523079899382406,"[[243, 3885], [10, 777]]",0.3793042295983212,0.517,"              precision    recall  f1-score   support

           0       0.96      0.06      0.11      4128
           1       0.17      0.99      0.29       787

    accuracy                           0.21      4915
   macro avg       0.56      0.52      0.20      4915
weighted avg       0.83      0.21      0.14      4915
",TRANSFORMERNN
