Round,Avg_Train_Loss,Val_Loss,F1_Score,Accuracy,Balanced_Acc,Confusion_Matrix,Balanced_F1,Balanced_Acc,Classification_Report,Model
1,2.1335007586006984,0.7920720546276538,0.14109112550963668,0.1619532044760936,0.4980049163736296,"[[15, 4113], [6, 781]]",0.33594721441761777,0.498,"              precision    recall  f1-score   support

           0       0.71      0.00      0.01      4128
           1       0.16      0.99      0.27       787

    accuracy                           0.16      4915
   macro avg       0.44      0.50      0.14      4915
weighted avg       0.63      0.16      0.05      4915
",RESIDUALNN
2,1.5191821528469336,0.7344205712343191,0.23146652244173596,0.23601220752797558,0.535923663849571,"[[391, 3737], [18, 769]]",0.42832819406154254,0.538,"              precision    recall  f1-score   support

           0       0.96      0.09      0.17      4128
           1       0.17      0.98      0.29       787

    accuracy                           0.24      4915
   macro avg       0.56      0.54      0.23      4915
weighted avg       0.83      0.24      0.19      4915
",RESIDUALNN
3,1.2012219777285638,0.7487718849987178,0.185210811991665,0.19715157680569684,0.5194735737222107,"[[187, 3941], [5, 782]]",0.3925139817703038,0.525,"              precision    recall  f1-score   support

           0       0.97      0.05      0.09      4128
           1       0.17      0.99      0.28       787

    accuracy                           0.20      4915
   macro avg       0.57      0.52      0.19      4915
weighted avg       0.84      0.20      0.12      4915
",RESIDUALNN
4,1.0083100131230172,0.6473999224699937,0.7559773883244965,0.8502543234994914,0.795157716724289,"[[3617, 511], [225, 562]]",0.7935779585564957,0.7949999999999999,"              precision    recall  f1-score   support

           0       0.94      0.88      0.91      4128
           1       0.52      0.71      0.60       787

    accuracy                           0.85      4915
   macro avg       0.73      0.80      0.76      4915
weighted avg       0.87      0.85      0.86      4915
",RESIDUALNN
5,0.9417906867681709,0.7162597496788223,0.255393514552016,0.2579857578840285,0.5541470590408085,"[[489, 3639], [8, 779]]",0.46443387474125536,0.563,"              precision    recall  f1-score   support

           0       0.98      0.12      0.21      4128
           1       0.18      0.99      0.30       787

    accuracy                           0.26      4915
   macro avg       0.58      0.55      0.26      4915
weighted avg       0.85      0.26      0.23      4915
",RESIDUALNN
6,0.7971337733079351,0.7501549682059845,0.1867812431304876,0.1987792472024415,0.5230135658914729,"[[190, 3938], [0, 787]]",0.3906767095511748,0.527,"              precision    recall  f1-score   support

           0       1.00      0.05      0.09      4128
           1       0.17      1.00      0.29       787

    accuracy                           0.20      4915
   macro avg       0.58      0.52      0.19      4915
weighted avg       0.87      0.20      0.12      4915
",RESIDUALNN
7,0.7154333699531831,0.7473942273622983,0.1941587203348787,0.20488301119023397,0.5266472868217055,"[[220, 3908], [0, 787]]",0.39673982800667434,0.53,"              precision    recall  f1-score   support

           0       1.00      0.05      0.10      4128
           1       0.17      1.00      0.29       787

    accuracy                           0.20      4915
   macro avg       0.58      0.53      0.19      4915
weighted avg       0.87      0.20      0.13      4915
",RESIDUALNN
8,0.6264613089257861,0.7716096360962112,0.17806807961730126,0.19165818921668362,0.5187742248062015,"[[155, 3973], [0, 787]]",0.37629937629937626,0.52,"              precision    recall  f1-score   support

           0       1.00      0.04      0.07      4128
           1       0.17      1.00      0.28       787

    accuracy                           0.19      4915
   macro avg       0.58      0.52      0.18      4915
weighted avg       0.87      0.19      0.11      4915
",RESIDUALNN
9,0.610947209940187,0.8132794576805907,0.16028602601348244,0.17741607324516787,0.5102955426356589,"[[85, 4043], [0, 787]]",0.3551783129359126,0.51,"              precision    recall  f1-score   support

           0       1.00      0.02      0.04      4128
           1       0.16      1.00      0.28       787

    accuracy                           0.18      4915
   macro avg       0.58      0.51      0.16      4915
weighted avg       0.87      0.18      0.08      4915
",RESIDUALNN
10,0.5824315410337099,0.8245177005792593,0.15796426337823272,0.1755849440488301,0.5092054263565892,"[[76, 4052], [0, 787]]",0.34870288829792156,0.507,"              precision    recall  f1-score   support

           0       1.00      0.02      0.04      4128
           1       0.16      1.00      0.28       787

    accuracy                           0.18      4915
   macro avg       0.58      0.51      0.16      4915
weighted avg       0.87      0.18      0.08      4915
",RESIDUALNN
