Round,Avg_Train_Loss,Val_Loss,F1_Score,Accuracy,Balanced_Acc,Confusion_Matrix,Balanced_F1,Balanced_Acc,Classification_Report,Model
1,2.127295769995007,0.7077160168003727,0.16589568210711086,0.1747711088504578,0.45524413187159557,"[[176, 3952], [104, 683]]",0.33166674550815767,0.449,"              precision    recall  f1-score   support

           0       0.63      0.04      0.08      4128
           1       0.15      0.87      0.25       787

    accuracy                           0.17      4915
   macro avg       0.39      0.46      0.17      4915
weighted avg       0.55      0.17      0.11      4915
",DEEPNN
2,1.7617271168003976,0.683178432576068,0.6311755768102912,0.7440488301119024,0.6841103740039203,"[[3188, 940], [318, 469]]",0.6857828840297137,0.688,"              precision    recall  f1-score   support

           0       0.91      0.77      0.84      4128
           1       0.33      0.60      0.43       787

    accuracy                           0.74      4915
   macro avg       0.62      0.68      0.63      4915
weighted avg       0.82      0.74      0.77      4915
",DEEPNN
3,1.4625889986477782,0.6741134199229154,0.679595274606102,0.8156663275686673,0.6928088339588074,"[[3606, 522], [384, 403]]",0.6839739808675583,0.6930000000000001,"              precision    recall  f1-score   support

           0       0.90      0.87      0.89      4128
           1       0.44      0.51      0.47       787

    accuracy                           0.82      4915
   macro avg       0.67      0.69      0.68      4915
weighted avg       0.83      0.82      0.82      4915
",DEEPNN
4,1.2953068354547796,0.6849828625654245,0.592870146928189,0.65940996948118,0.7149663746146193,"[[2614, 1514], [160, 627]]",0.714841636345499,0.7170000000000001,"              precision    recall  f1-score   support

           0       0.94      0.63      0.76      4128
           1       0.29      0.80      0.43       787

    accuracy                           0.66      4915
   macro avg       0.62      0.71      0.59      4915
weighted avg       0.84      0.66      0.70      4915
",DEEPNN
5,1.2229774735443586,0.6281935905481314,0.5926635868809684,0.8612410986775179,0.5749362213488569,"[[4112, 16], [666, 121]]",0.5040343741406165,0.587,"              precision    recall  f1-score   support

           0       0.86      1.00      0.92      4128
           1       0.88      0.15      0.26       787

    accuracy                           0.86      4915
   macro avg       0.87      0.57      0.59      4915
weighted avg       0.86      0.86      0.82      4915
",DEEPNN
6,1.2441251430011635,0.6113397564206805,0.5169356813301605,0.8488301119023398,0.5305252565921023,"[[4123, 5], [738, 49]]",0.4120478133385144,0.537,"              precision    recall  f1-score   support

           0       0.85      1.00      0.92      4128
           1       0.91      0.06      0.12       787

    accuracy                           0.85      4915
   macro avg       0.88      0.53      0.52      4915
weighted avg       0.86      0.85      0.79      4915
",DEEPNN
7,1.0245014629149833,0.6217547538992646,0.7247905409802673,0.8921668362156663,0.6730480716192391,"[[4109, 19], [511, 276]]",0.6477063244469654,0.6819999999999999,"              precision    recall  f1-score   support

           0       0.89      1.00      0.94      4128
           1       0.94      0.35      0.51       787

    accuracy                           0.89      4915
   macro avg       0.91      0.67      0.72      4915
weighted avg       0.90      0.89      0.87      4915
",DEEPNN
8,1.131570641899619,0.6237943876873363,0.7294059466121763,0.8944048830111903,0.6759230359130444,"[[4117, 11], [508, 279]]",0.6490563823580533,0.683,"              precision    recall  f1-score   support

           0       0.89      1.00      0.94      4128
           1       0.96      0.35      0.52       787

    accuracy                           0.89      4915
   macro avg       0.93      0.68      0.73      4915
weighted avg       0.90      0.89      0.87      4915
",DEEPNN
9,0.9475777840873695,0.5851960352488926,0.6359627991768908,0.8726347914547304,0.603315566423372,"[[4126, 2], [624, 163]]",0.548002700243609,0.615,"              precision    recall  f1-score   support

           0       0.87      1.00      0.93      4128
           1       0.99      0.21      0.34       787

    accuracy                           0.87      4915
   macro avg       0.93      0.60      0.64      4915
weighted avg       0.89      0.87      0.84      4915
",DEEPNN
10,0.9646283754238465,0.566761129088216,0.6054665007563558,0.8661241098677518,0.5829851979354432,"[[4126, 2], [656, 131]]",0.5138679349205665,0.594,"              precision    recall  f1-score   support

           0       0.86      1.00      0.93      4128
           1       0.98      0.17      0.28       787

    accuracy                           0.87      4915
   macro avg       0.92      0.58      0.61      4915
weighted avg       0.88      0.87      0.82      4915
",DEEPNN
