Round,Avg_Train_Loss,Val_Loss,F1_Score,Accuracy,Balanced_Acc,Confusion_Matrix,Balanced_F1,Balanced_Acc,Classification_Report,Model
1,1.103522389353892,1.3385722559767883,0.16905596503719045,0.1837232960325534,0.509422587738739,"[[125, 4003], [9, 778]]",0.3581081081081081,0.506,"              precision    recall  f1-score   support

           0       0.93      0.03      0.06      4128
           1       0.16      0.99      0.28       787

    accuracy                           0.18      4915
   macro avg       0.55      0.51      0.17      4915
weighted avg       0.81      0.18      0.09      4915
",TRANSFORMERNN
2,0.7739153416706144,1.262004431191977,0.18783741030100173,0.19918616480162768,0.5196564140638081,"[[199, 3929], [7, 780]]",0.37983777997364954,0.518,"              precision    recall  f1-score   support

           0       0.97      0.05      0.09      4128
           1       0.17      0.99      0.28       787

    accuracy                           0.20      4915
   macro avg       0.57      0.52      0.19      4915
weighted avg       0.84      0.20      0.12      4915
",TRANSFORMERNN
3,0.6310536603489809,1.1943785060535779,0.20253297697420417,0.2115971515768057,0.5280733799237611,"[[258, 3870], [5, 782]]",0.39050623834791337,0.524,"              precision    recall  f1-score   support

           0       0.98      0.06      0.12      4128
           1       0.17      0.99      0.29       787

    accuracy                           0.21      4915
   macro avg       0.57      0.53      0.20      4915
weighted avg       0.85      0.21      0.14      4915
",TRANSFORMERNN
4,0.5471393865558152,1.1257542031151908,0.21882297503973852,0.22563580874872838,0.537459338031776,"[[325, 3803], [3, 784]]",0.41283363450918464,0.536,"              precision    recall  f1-score   support

           0       0.99      0.08      0.15      4128
           1       0.17      1.00      0.29       787

    accuracy                           0.23      4915
   macro avg       0.58      0.54      0.22      4915
weighted avg       0.86      0.23      0.17      4915
",TRANSFORMERNN
5,0.5320531081137723,1.1846860709128442,0.19586828764502043,0.20630722278738556,0.5274951550387597,"[[227, 3901], [0, 787]]",0.3845549142514326,0.524,"              precision    recall  f1-score   support

           0       1.00      0.05      0.10      4128
           1       0.17      1.00      0.29       787

    accuracy                           0.21      4915
   macro avg       0.58      0.53      0.20      4915
weighted avg       0.87      0.21      0.13      4915
",TRANSFORMERNN
6,0.49517163973377026,1.126474089436717,0.2212291714759429,0.2278738555442523,0.5403343023255814,"[[333, 3795], [0, 787]]",0.40671748907530864,0.535,"              precision    recall  f1-score   support

           0       1.00      0.08      0.15      4128
           1       0.17      1.00      0.29       787

    accuracy                           0.23      4915
   macro avg       0.59      0.54      0.22      4915
weighted avg       0.87      0.23      0.17      4915
",TRANSFORMERNN
7,0.4712645773748521,1.148726311596957,0.20795221182464418,0.21648016276703969,0.5335513565891473,"[[277, 3851], [0, 787]]",0.39673982800667434,0.53,"              precision    recall  f1-score   support

           0       1.00      0.07      0.13      4128
           1       0.17      1.00      0.29       787

    accuracy                           0.22      4915
   macro avg       0.58      0.53      0.21      4915
weighted avg       0.87      0.22      0.15      4915
",TRANSFORMERNN
8,0.43779794422022655,1.0647648402622767,0.27427203231039426,0.27568667344862663,0.568284249628163,"[[569, 3559], [1, 786]]",0.4788710907704043,0.573,"              precision    recall  f1-score   support

           0       1.00      0.14      0.24      4128
           1       0.18      1.00      0.31       787

    accuracy                           0.28      4915
   macro avg       0.59      0.57      0.27      4915
weighted avg       0.87      0.28      0.25      4915
",TRANSFORMERNN
9,0.4514484405700959,1.0925705363224079,0.25088479990101814,0.2541200406917599,0.5554451023413414,"[[463, 3665], [1, 786]]",0.4555506610109929,0.56,"              precision    recall  f1-score   support

           0       1.00      0.11      0.20      4128
           1       0.18      1.00      0.30       787

    accuracy                           0.25      4915
   macro avg       0.59      0.56      0.25      4915
weighted avg       0.87      0.25      0.22      4915
",TRANSFORMERNN
10,0.39110793317678805,1.0839077412308036,0.29692009070240694,0.2972533062054934,0.5800949969465048,"[[677, 3451], [3, 784]]",0.49894972153167216,0.584,"              precision    recall  f1-score   support

           0       1.00      0.16      0.28      4128
           1       0.19      1.00      0.31       787

    accuracy                           0.30      4915
   macro avg       0.59      0.58      0.30      4915
weighted avg       0.87      0.30      0.29      4915
",TRANSFORMERNN
11,0.40134724674391936,1.050482284713101,0.3703505950242068,0.3721261444557477,0.6246686403573575,"[[1045, 3083], [3, 784]]",0.5832945900617481,0.637,"              precision    recall  f1-score   support

           0       1.00      0.25      0.40      4128
           1       0.20      1.00      0.34       787

    accuracy                           0.37      4915
   macro avg       0.60      0.62      0.37      4915
weighted avg       0.87      0.37      0.39      4915
",TRANSFORMERNN
12,0.38853503262966155,0.9855921694210598,0.42442695396525054,0.43173957273652086,0.6601579814426288,"[[1338, 2790], [3, 784]]",0.6376645978244267,0.675,"              precision    recall  f1-score   support

           0       1.00      0.32      0.49      4128
           1       0.22      1.00      0.36       787

    accuracy                           0.43      4915
   macro avg       0.61      0.66      0.42      4915
weighted avg       0.87      0.43      0.47      4915
",TRANSFORMERNN
13,0.38469232222357674,0.9569318627382254,0.4506888676072951,0.46205493387589014,0.6771770620943037,"[[1489, 2639], [5, 782]]",0.6654935177030701,0.6950000000000001,"              precision    recall  f1-score   support

           0       1.00      0.36      0.53      4128
           1       0.23      0.99      0.37       787

    accuracy                           0.46      4915
   macro avg       0.61      0.68      0.45      4915
weighted avg       0.87      0.46      0.50      4915
",TRANSFORMERNN
14,0.36374470349112387,0.9535188775557977,0.4678877957241808,0.4821973550356053,0.6891683411640712,"[[1588, 2540], [5, 782]]",0.6798097154880615,0.706,"              precision    recall  f1-score   support

           0       1.00      0.38      0.56      4128
           1       0.24      0.99      0.38       787

    accuracy                           0.48      4915
   macro avg       0.62      0.69      0.47      4915
weighted avg       0.87      0.48      0.53      4915
",TRANSFORMERNN
15,0.36816962416670584,0.9112958768745522,0.500166614869298,0.5206510681586979,0.7120607830245363,"[[1777, 2351], [5, 782]]",0.7138015197460873,0.733,"              precision    recall  f1-score   support

           0       1.00      0.43      0.60      4128
           1       0.25      0.99      0.40       787

    accuracy                           0.52      4915
   macro avg       0.62      0.71      0.50      4915
weighted avg       0.88      0.52      0.57      4915
",TRANSFORMERNN
16,0.3370951551867671,0.9138545378462061,0.5102060870202295,0.5328585961342828,0.7188140249007614,"[[1838, 2290], [6, 781]]",0.7199310731129553,0.738,"              precision    recall  f1-score   support

           0       1.00      0.45      0.62      4128
           1       0.25      0.99      0.40       787

    accuracy                           0.53      4915
   macro avg       0.63      0.72      0.51      4915
weighted avg       0.88      0.53      0.58      4915
",TRANSFORMERNN
17,0.35185998705889854,0.8677964822038428,0.5323565462264018,0.5603255340793489,0.7325947691656078,"[[1978, 2150], [11, 776]]",0.7295517240282157,0.745,"              precision    recall  f1-score   support

           0       0.99      0.48      0.65      4128
           1       0.27      0.99      0.42       787

    accuracy                           0.56      4915
   macro avg       0.63      0.73      0.53      4915
weighted avg       0.88      0.56      0.61      4915
",TRANSFORMERNN
18,0.3206923802618732,0.79499409028462,0.5650706135646022,0.6008138351983723,0.7546416513991903,"[[2181, 1947], [15, 772]]",0.7584488021256506,0.769,"              precision    recall  f1-score   support

           0       0.99      0.53      0.69      4128
           1       0.28      0.98      0.44       787

    accuracy                           0.60      4915
   macro avg       0.64      0.75      0.57      4915
weighted avg       0.88      0.60      0.65      4915
",TRANSFORMERNN
19,0.30479136457249395,0.7724138916312874,0.5791672417406595,0.6183112919633774,0.764029918097377,"[[2269, 1859], [17, 770]]",0.7721576668945089,0.7809999999999999,"              precision    recall  f1-score   support

           0       0.99      0.55      0.71      4128
           1       0.29      0.98      0.45       787

    accuracy                           0.62      4915
   macro avg       0.64      0.76      0.58      4915
weighted avg       0.88      0.62      0.67      4915
",TRANSFORMERNN
20,0.3223579692373445,0.8153921102548575,0.5710046259928427,0.6083418107833164,0.758094840577997,"[[2220, 1908], [17, 770]]",0.7664710862013604,0.776,"              precision    recall  f1-score   support

           0       0.99      0.54      0.70      4128
           1       0.29      0.98      0.44       787

    accuracy                           0.61      4915
   macro avg       0.64      0.76      0.57      4915
weighted avg       0.88      0.61      0.66      4915
",TRANSFORMERNN
21,0.30562655226154467,0.7823214670280357,0.5870129101664351,0.6278738555442522,0.7697227475547412,"[[2316, 1812], [17, 770]]",0.77442241222485,0.7829999999999999,"              precision    recall  f1-score   support

           0       0.99      0.56      0.72      4128
           1       0.30      0.98      0.46       787

    accuracy                           0.63      4915
   macro avg       0.65      0.77      0.59      4915
weighted avg       0.88      0.63      0.68      4915
",TRANSFORMERNN
22,0.2964825234311148,0.7678786849046683,0.5997656829033953,0.6439471007121058,0.7772347460673936,"[[2399, 1729], [21, 766]]",0.7848741720758401,0.792,"              precision    recall  f1-score   support

           0       0.99      0.58      0.73      4128
           1       0.31      0.97      0.47       787

    accuracy                           0.64      4915
   macro avg       0.65      0.78      0.60      4915
weighted avg       0.88      0.64      0.69      4915
",TRANSFORMERNN
23,0.32852283219906614,0.7949114465094232,0.5990942719129984,0.6431332655137335,0.7767502499433625,"[[2395, 1733], [21, 766]]",0.7792817018313402,0.7869999999999999,"              precision    recall  f1-score   support

           0       0.99      0.58      0.73      4128
           1       0.31      0.97      0.47       787

    accuracy                           0.64      4915
   macro avg       0.65      0.78      0.60      4915
weighted avg       0.88      0.64      0.69      4915
",TRANSFORMERNN
24,0.3155704840839664,0.7895837325554389,0.6078856381126372,0.6539165818921668,0.7826556236025335,"[[2449, 1679], [22, 765]]",0.7916933065490799,0.798,"              precision    recall  f1-score   support

           0       0.99      0.59      0.74      4128
           1       0.31      0.97      0.47       787

    accuracy                           0.65      4915
   macro avg       0.65      0.78      0.61      4915
weighted avg       0.88      0.65      0.70      4915
",TRANSFORMERNN
25,0.2644535798750801,0.7600816070259392,0.6223231679172352,0.671414038657172,0.79255809028496,"[[2536, 1592], [23, 764]]",0.8039173414066005,0.8089999999999999,"              precision    recall  f1-score   support

           0       0.99      0.61      0.76      4128
           1       0.32      0.97      0.49       787

    accuracy                           0.67      4915
   macro avg       0.66      0.79      0.62      4915
weighted avg       0.88      0.67      0.71      4915
",TRANSFORMERNN
26,0.25362593270463346,0.7632641962596348,0.6271388649302683,0.6773143438453713,0.7955564871999448,"[[2566, 1562], [24, 763]]",0.8083967314736545,0.813,"              precision    recall  f1-score   support

           0       0.99      0.62      0.76      4128
           1       0.33      0.97      0.49       787

    accuracy                           0.68      4915
   macro avg       0.66      0.80      0.63      4915
weighted avg       0.88      0.68      0.72      4915
",TRANSFORMERNN
27,0.23808685929788803,0.7241890856197902,0.6434770704157433,0.6966429298067142,0.8070632701456812,"[[2661, 1467], [24, 763]]",0.820273184759166,0.8240000000000001,"              precision    recall  f1-score   support

           0       0.99      0.64      0.78      4128
           1       0.34      0.97      0.51       787

    accuracy                           0.70      4915
   macro avg       0.67      0.81      0.64      4915
weighted avg       0.89      0.70      0.74      4915
",TRANSFORMERNN
28,0.2346745836828598,0.7264933559027585,0.6463359439592689,0.7003051881993896,0.8082151027353408,"[[2681, 1447], [26, 761]]",0.8204814361485108,0.8240000000000001,"              precision    recall  f1-score   support

           0       0.99      0.65      0.78      4128
           1       0.34      0.97      0.51       787

    accuracy                           0.70      4915
   macro avg       0.67      0.81      0.65      4915
weighted avg       0.89      0.70      0.74      4915
",TRANSFORMERNN
29,0.27165591466188516,0.7427169158087148,0.6434770704157433,0.6966429298067142,0.8070632701456812,"[[2661, 1467], [24, 763]]",0.820273184759166,0.8240000000000001,"              precision    recall  f1-score   support

           0       0.99      0.64      0.78      4128
           1       0.34      0.97      0.51       787

    accuracy                           0.70      4915
   macro avg       0.67      0.81      0.64      4915
weighted avg       0.89      0.70      0.74      4915
",TRANSFORMERNN
30,0.22888682361584967,0.7042644724443361,0.6589715124001347,0.7151576805696847,0.8165429570146666,"[[2755, 1373], [27, 760]]",0.8291119926762283,0.832,"              precision    recall  f1-score   support

           0       0.99      0.67      0.80      4128
           1       0.36      0.97      0.52       787

    accuracy                           0.72      4915
   macro avg       0.67      0.82      0.66      4915
weighted avg       0.89      0.72      0.75      4915
",TRANSFORMERNN
31,0.23235752080732142,0.6803431042603084,0.6667998501660617,0.7243133265513734,0.8214793384257755,"[[2801, 1327], [28, 759]]",0.8313220691701452,0.834,"              precision    recall  f1-score   support

           0       0.99      0.68      0.81      4128
           1       0.36      0.96      0.53       787

    accuracy                           0.72      4915
   macro avg       0.68      0.82      0.67      4915
weighted avg       0.89      0.72      0.76      4915
",TRANSFORMERNN
32,0.23575506684863473,0.7204317887882133,0.6591476844363234,0.7153611393692777,0.8166640810456743,"[[2756, 1372], [27, 760]]",0.8269853934962792,0.83,"              precision    recall  f1-score   support

           0       0.99      0.67      0.80      4128
           1       0.36      0.97      0.52       787

    accuracy                           0.72      4915
   macro avg       0.67      0.82      0.66      4915
weighted avg       0.89      0.72      0.75      4915
",TRANSFORMERNN
