Round,Avg_Train_Loss,Val_Loss,F1_Score,Accuracy,Balanced_Acc,Confusion_Matrix,Balanced_F1,Balanced_Acc,Classification_Report,Model
1,2.4617370872292668,0.6704540345575902,0.6103058876705856,0.6803662258392675,0.7289847497611379,"[[2714, 1414], [157, 630]]",0.7340743126824476,0.7350000000000001,"              precision    recall  f1-score   support

           0       0.95      0.66      0.78      4128
           1       0.31      0.80      0.45       787

    accuracy                           0.68      4915
   macro avg       0.63      0.73      0.61      4915
weighted avg       0.84      0.68      0.72      4915
",RESIDUALNN
2,1.904118576132018,0.6822046420790933,0.5249348233347482,0.5548321464903357,0.7144126207854378,"[[1980, 2148], [40, 747]]",0.7170416388948275,0.73,"              precision    recall  f1-score   support

           0       0.98      0.48      0.64      4128
           1       0.26      0.95      0.41       787

    accuracy                           0.55      4915
   macro avg       0.62      0.71      0.52      4915
weighted avg       0.86      0.55      0.61      4915
",RESIDUALNN
3,1.4509825985413045,0.6551101935374273,0.7085351248587577,0.7825025432349949,0.8180700124602307,"[[3161, 967], [102, 685]]",0.8248092172375717,0.825,"              precision    recall  f1-score   support

           0       0.97      0.77      0.86      4128
           1       0.41      0.87      0.56       787

    accuracy                           0.78      4915
   macro avg       0.69      0.82      0.71      4915
weighted avg       0.88      0.78      0.81      4915
",RESIDUALNN
4,1.2423347915522753,0.6351269328749025,0.8031923358444564,0.881383519837233,0.8419706926016765,"[[3715, 413], [170, 617]]",0.8423743839298174,0.843,"              precision    recall  f1-score   support

           0       0.96      0.90      0.93      4128
           1       0.60      0.78      0.68       787

    accuracy                           0.88      4915
   macro avg       0.78      0.84      0.80      4915
weighted avg       0.90      0.88      0.89      4915
",RESIDUALNN
5,1.1193992971412596,0.6615619860686265,0.6256124439505072,0.681383519837233,0.7789535684032189,"[[2623, 1505], [61, 726]]",0.7982380810920693,0.801,"              precision    recall  f1-score   support

           0       0.98      0.64      0.77      4128
           1       0.33      0.92      0.48       787

    accuracy                           0.68      4915
   macro avg       0.65      0.78      0.63      4915
weighted avg       0.87      0.68      0.72      4915
",RESIDUALNN
6,0.9462571015033653,0.6522884639826688,0.7251640816480521,0.79735503560529,0.8346250664873969,"[[3219, 909], [87, 700]]",0.8497830867773064,0.8500000000000001,"              precision    recall  f1-score   support

           0       0.97      0.78      0.87      4128
           1       0.44      0.89      0.58       787

    accuracy                           0.80      4915
   macro avg       0.70      0.83      0.73      4915
weighted avg       0.89      0.80      0.82      4915
",RESIDUALNN
7,0.8346243958671887,0.6738070179889728,0.5485277589417721,0.5847405900305188,0.7291326534381372,"[[2133, 1995], [46, 741]]",0.73125,0.742,"              precision    recall  f1-score   support

           0       0.98      0.52      0.68      4128
           1       0.27      0.94      0.42       787

    accuracy                           0.58      4915
   macro avg       0.62      0.73      0.55      4915
weighted avg       0.87      0.58      0.64      4915
",RESIDUALNN
8,0.8112275810043016,0.6631669611125798,0.6176547094968043,0.6710071210579858,0.7753472427430237,"[[2567, 1561], [56, 731]]",0.792382472195535,0.796,"              precision    recall  f1-score   support

           0       0.98      0.62      0.76      4128
           1       0.32      0.93      0.47       787

    accuracy                           0.67      4915
   macro avg       0.65      0.78      0.62      4915
weighted avg       0.87      0.67      0.71      4915
",RESIDUALNN
9,0.7676446677531515,0.6564861443135646,0.6888022739264379,0.7540183112919634,0.8232232474414665,"[[2978, 1150], [59, 728]]",0.8450080515297906,0.8460000000000001,"              precision    recall  f1-score   support

           0       0.98      0.72      0.83      4128
           1       0.39      0.93      0.55       787

    accuracy                           0.75      4915
   macro avg       0.68      0.82      0.69      4915
weighted avg       0.89      0.75      0.79      4915
",RESIDUALNN
10,0.7386404902408165,0.654666310006922,0.7010553228252318,0.7666327568667345,0.8333039372851472,"[[3035, 1093], [54, 733]]",0.858244585395573,0.859,"              precision    recall  f1-score   support

           0       0.98      0.74      0.84      4128
           1       0.40      0.93      0.56       787

    accuracy                           0.77      4915
   macro avg       0.69      0.83      0.70      4915
weighted avg       0.89      0.77      0.80      4915
",RESIDUALNN
11,0.7031987648350853,0.6705623493566142,0.5525142357156932,0.5879959308240081,0.7372410377451415,"[[2137, 1991], [34, 753]]",0.7370573799228701,0.748,"              precision    recall  f1-score   support

           0       0.98      0.52      0.68      4128
           1       0.27      0.96      0.43       787

    accuracy                           0.59      4915
   macro avg       0.63      0.74      0.55      4915
weighted avg       0.87      0.59      0.64      4915
",RESIDUALNN
12,0.6137513144223979,0.6469898448361979,0.7211575483844598,0.7881993896236013,0.8456288845877289,"[[3142, 986], [55, 732]]",0.8593496327016122,0.8600000000000001,"              precision    recall  f1-score   support

           0       0.98      0.76      0.86      4128
           1       0.43      0.93      0.58       787

    accuracy                           0.79      4915
   macro avg       0.70      0.85      0.72      4915
weighted avg       0.89      0.79      0.81      4915
",RESIDUALNN
13,0.6305022889419514,0.6461605321277272,0.7125331753934341,0.7780264496439471,0.8431720829270215,"[[3085, 1043], [48, 739]]",0.860255300496345,0.861,"              precision    recall  f1-score   support

           0       0.98      0.75      0.85      4128
           1       0.41      0.94      0.58       787

    accuracy                           0.78      4915
   macro avg       0.70      0.84      0.71      4915
weighted avg       0.89      0.78      0.81      4915
",RESIDUALNN
14,0.6713009178124625,0.6226836992548658,0.818766428258656,0.8842319430315361,0.8842882277907469,"[[3650, 478], [91, 696]]",0.8899982399718396,0.89,"              precision    recall  f1-score   support

           0       0.98      0.88      0.93      4128
           1       0.59      0.88      0.71       787

    accuracy                           0.88      4915
   macro avg       0.78      0.88      0.82      4915
weighted avg       0.91      0.88      0.89      4915
",RESIDUALNN
15,0.603217915868437,0.6110309610119113,0.8487984424987072,0.9102746693794507,0.8864229041694985,"[[3804, 324], [117, 670]]",0.8868614052213962,0.887,"              precision    recall  f1-score   support

           0       0.97      0.92      0.95      4128
           1       0.67      0.85      0.75       787

    accuracy                           0.91      4915
   macro avg       0.82      0.89      0.85      4915
weighted avg       0.92      0.91      0.91      4915
",RESIDUALNN
16,0.584220455934604,0.5929549026798893,0.8543004731614652,0.9180061037639878,0.8709718179624322,"[[3881, 247], [156, 631]]",0.8672731879773641,0.868,"              precision    recall  f1-score   support

           0       0.96      0.94      0.95      4128
           1       0.72      0.80      0.76       787

    accuracy                           0.92      4915
   macro avg       0.84      0.87      0.85      4915
weighted avg       0.92      0.92      0.92      4915
",RESIDUALNN
17,0.47972850455292343,0.5699803953046922,0.8414013047149365,0.9218718209562563,0.8136259763797367,"[[4016, 112], [272, 515]]",0.8077664413661947,0.813,"              precision    recall  f1-score   support

           0       0.94      0.97      0.95      4128
           1       0.82      0.65      0.73       787

    accuracy                           0.92      4915
   macro avg       0.88      0.81      0.84      4915
weighted avg       0.92      0.92      0.92      4915
",RESIDUALNN
