Round,Avg_Train_Loss,Val_Loss,F1_Score,Accuracy,Balanced_Acc,Confusion_Matrix,Balanced_F1,Balanced_Acc,Classification_Report,Model
1,1.145019201982406,0.6924906403987439,0.5043221437833165,0.5442522889114955,0.653094772859352,"[[2035, 2093], [147, 640]]",0.6478642557651991,0.656,"              precision    recall  f1-score   support

           0       0.93      0.49      0.65      4128
           1       0.23      0.81      0.36       787

    accuracy                           0.54      4915
   macro avg       0.58      0.65      0.50      4915
weighted avg       0.82      0.54      0.60      4915
",DEEPNN
2,0.8979504038890203,0.7278295964389653,0.14097931290768972,0.1619532044760936,0.49851911635786966,"[[14, 4114], [5, 782]]",0.33420337832102537,0.498,"              precision    recall  f1-score   support

           0       0.74      0.00      0.01      4128
           1       0.16      0.99      0.28       787

    accuracy                           0.16      4915
   macro avg       0.45      0.50      0.14      4915
weighted avg       0.64      0.16      0.05      4915
",DEEPNN
3,0.6508239870624885,0.7579699305744915,0.13961851364133004,0.16134282807731434,0.5007267441860465,"[[6, 4122], [0, 787]]",0.33555171178656695,0.501,"              precision    recall  f1-score   support

           0       1.00      0.00      0.00      4128
           1       0.16      1.00      0.28       787

    accuracy                           0.16      4915
   macro avg       0.58      0.50      0.14      4915
weighted avg       0.87      0.16      0.05      4915
",DEEPNN
4,0.5870224219229486,0.7986653377483417,0.13961851364133004,0.16134282807731434,0.5007267441860465,"[[6, 4122], [0, 787]]",0.33776243490656865,0.502,"              precision    recall  f1-score   support

           0       1.00      0.00      0.00      4128
           1       0.16      1.00      0.28       787

    accuracy                           0.16      4915
   macro avg       0.58      0.50      0.14      4915
weighted avg       0.87      0.16      0.05      4915
",DEEPNN
5,0.5368264065734271,0.8082924492947468,0.13961851364133004,0.16134282807731434,0.5007267441860465,"[[6, 4122], [0, 787]]",0.33776243490656865,0.502,"              precision    recall  f1-score   support

           0       1.00      0.00      0.00      4128
           1       0.16      1.00      0.28       787

    accuracy                           0.16      4915
   macro avg       0.58      0.50      0.14      4915
weighted avg       0.87      0.16      0.05      4915
",DEEPNN
6,0.5235433566384018,0.781712285884015,0.14014990158971505,0.1617497456765005,0.500968992248062,"[[8, 4120], [0, 787]]",0.33776243490656865,0.502,"              precision    recall  f1-score   support

           0       1.00      0.00      0.00      4128
           1       0.16      1.00      0.28       787

    accuracy                           0.16      4915
   macro avg       0.58      0.50      0.14      4915
weighted avg       0.87      0.16      0.05      4915
",DEEPNN
7,0.5284422187555221,0.8204602483031037,0.13908669232967394,0.1609359104781282,0.500484496124031,"[[4, 4124], [0, 787]]",0.33555171178656695,0.501,"              precision    recall  f1-score   support

           0       1.00      0.00      0.00      4128
           1       0.16      1.00      0.28       787

    accuracy                           0.16      4915
   macro avg       0.58      0.50      0.14      4915
weighted avg       0.87      0.16      0.05      4915
",DEEPNN
8,0.4825756099394389,0.8059027442684421,0.13961851364133004,0.16134282807731434,0.5007267441860465,"[[6, 4122], [0, 787]]",0.33555171178656695,0.501,"              precision    recall  f1-score   support

           0       1.00      0.00      0.00      4128
           1       0.16      1.00      0.28       787

    accuracy                           0.16      4915
   macro avg       0.58      0.50      0.14      4915
weighted avg       0.87      0.16      0.05      4915
",DEEPNN
9,0.4682131580331109,0.8223300514283118,0.13908669232967394,0.1609359104781282,0.500484496124031,"[[4, 4124], [0, 787]]",0.33555171178656695,0.501,"              precision    recall  f1-score   support

           0       1.00      0.00      0.00      4128
           1       0.16      1.00      0.28       787

    accuracy                           0.16      4915
   macro avg       0.58      0.50      0.14      4915
weighted avg       0.87      0.16      0.05      4915
",DEEPNN
10,0.45225577825946467,0.7564482572790864,0.14079408743197236,0.16215666327568667,0.5006970403258375,"[[11, 4117], [1, 786]]",0.3351028462917356,0.5,"              precision    recall  f1-score   support

           0       0.92      0.00      0.01      4128
           1       0.16      1.00      0.28       787

    accuracy                           0.16      4915
   macro avg       0.54      0.50      0.14      4915
weighted avg       0.80      0.16      0.05      4915
",DEEPNN
11,0.4505397684606058,0.7490502959722048,0.14132423440438283,0.16256358087487283,0.500939288387853,"[[13, 4115], [1, 786]]",0.3373094764744864,0.501,"              precision    recall  f1-score   support

           0       0.93      0.00      0.01      4128
           1       0.16      1.00      0.28       787

    accuracy                           0.16      4915
   macro avg       0.54      0.50      0.14      4915
weighted avg       0.81      0.16      0.05      4915
",DEEPNN
12,0.41280075102113184,0.7390620282718113,0.1437045764340163,0.1643947100712106,0.5020294046669227,"[[22, 4106], [1, 786]]",0.33950853068500125,0.502,"              precision    recall  f1-score   support

           0       0.96      0.01      0.01      4128
           1       0.16      1.00      0.28       787

    accuracy                           0.16      4915
   macro avg       0.56      0.50      0.14      4915
weighted avg       0.83      0.16      0.05      4915
",DEEPNN
