Round,Avg_Train_Loss,Val_Loss,F1_Score,Accuracy,Balanced_Acc,Confusion_Matrix,Balanced_F1,Balanced_Acc,Classification_Report,Model
1,1.1602214968285047,0.7547315993866364,0.13802174675552437,0.16012207527975586,0.5,"[[0, 4128], [0, 787]]",0.3333333333333333,0.5,"              precision    recall  f1-score   support

           0       0.00      0.00      0.00      4128
           1       0.16      1.00      0.28       787

    accuracy                           0.16      4915
   macro avg       0.08      0.50      0.14      4915
weighted avg       0.03      0.16      0.04      4915
",DEEPNN
2,0.8100432626903057,0.7596300971972478,0.1379855359030699,0.15991861648016276,0.4988504760005122,"[[1, 4127], [2, 785]]",0.33288859239492996,0.499,"              precision    recall  f1-score   support

           0       0.33      0.00      0.00      4128
           1       0.16      1.00      0.28       787

    accuracy                           0.16      4915
   macro avg       0.25      0.50      0.14      4915
weighted avg       0.31      0.16      0.04      4915
",DEEPNN
3,0.5919019453641442,0.742882610141457,0.14271762493374351,0.16337741607324516,0.4998811845591639,"[[20, 4108], [4, 783]]",0.33905096195238255,0.501,"              precision    recall  f1-score   support

           0       0.83      0.00      0.01      4128
           1       0.16      0.99      0.28       787

    accuracy                           0.16      4915
   macro avg       0.50      0.50      0.14      4915
weighted avg       0.73      0.16      0.05      4915
",DEEPNN
4,0.485688108418669,0.7753546764324237,0.1412843355368762,0.16236012207527975,0.4997897643883652,"[[14, 4114], [3, 784]]",0.33905096195238255,0.501,"              precision    recall  f1-score   support

           0       0.82      0.00      0.01      4128
           1       0.16      1.00      0.28       787

    accuracy                           0.16      4915
   macro avg       0.49      0.50      0.14      4915
weighted avg       0.72      0.16      0.05      4915
",DEEPNN
5,0.4673369735893276,0.8527705328805106,0.13908669232967394,0.1609359104781282,0.500484496124031,"[[4, 4124], [0, 787]]",0.33555171178656695,0.501,"              precision    recall  f1-score   support

           0       1.00      0.00      0.00      4128
           1       0.16      1.00      0.28       787

    accuracy                           0.16      4915
   macro avg       0.58      0.50      0.14      4915
weighted avg       0.87      0.16      0.05      4915
",DEEPNN
6,0.4407232075158893,0.8275537676625437,0.13904940055395545,0.1607324516785351,0.4993349721245432,"[[5, 4123], [2, 785]]",0.3351028462917356,0.5,"              precision    recall  f1-score   support

           0       0.71      0.00      0.00      4128
           1       0.16      1.00      0.28       787

    accuracy                           0.16      4915
   macro avg       0.44      0.50      0.14      4915
weighted avg       0.63      0.16      0.05      4915
",DEEPNN
7,0.44151151658346255,0.8302313453191287,0.13935265720056497,0.16113936927772127,0.5006056201550387,"[[5, 4123], [0, 787]]",0.33555171178656695,0.501,"              precision    recall  f1-score   support

           0       1.00      0.00      0.00      4128
           1       0.16      1.00      0.28       787

    accuracy                           0.16      4915
   macro avg       0.58      0.50      0.14      4915
weighted avg       0.87      0.16      0.05      4915
",DEEPNN
8,0.4310709381848575,0.819027924692476,0.13935265720056497,0.16113936927772127,0.5006056201550387,"[[5, 4123], [0, 787]]",0.33555171178656695,0.501,"              precision    recall  f1-score   support

           0       1.00      0.00      0.00      4128
           1       0.16      1.00      0.28       787

    accuracy                           0.16      4915
   macro avg       0.58      0.50      0.14      4915
weighted avg       0.87      0.16      0.05      4915
",DEEPNN
9,0.39766612416133285,0.7667418176477606,0.14075472510127968,0.1619532044760936,0.4995475163263497,"[[12, 4116], [3, 784]]",0.3368559545030133,0.5,"              precision    recall  f1-score   support

           0       0.80      0.00      0.01      4128
           1       0.16      1.00      0.28       787

    accuracy                           0.16      4915
   macro avg       0.48      0.50      0.14      4915
weighted avg       0.70      0.16      0.05      4915
",DEEPNN
10,0.40523043099430295,0.7692787523393507,0.14143676740405547,0.16256358087487283,0.500425088403613,"[[14, 4114], [2, 785]]",0.33950853068500125,0.502,"              precision    recall  f1-score   support

           0       0.88      0.00      0.01      4128
           1       0.16      1.00      0.28       787

    accuracy                           0.16      4915
   macro avg       0.52      0.50      0.14      4915
weighted avg       0.76      0.16      0.05      4915
",DEEPNN
