Round,Avg_Train_Loss,Val_Loss,F1_Score,Accuracy,Balanced_Acc,Confusion_Matrix,Balanced_F1,Balanced_Acc,Classification_Report,Model
1,0.6633903193202886,1.1211156581903432,0.28326854416147207,0.2834181078331638,0.5451201636574963,"[[661, 3467], [55, 732]]",0.4873239696828337,0.556,"              precision    recall  f1-score   support

           0       0.92      0.16      0.27      4128
           1       0.17      0.93      0.29       787

    accuracy                           0.28      4915
   macro avg       0.55      0.55      0.28      4915
weighted avg       0.80      0.28      0.28      4915
",TRANSFORMERNN
2,0.5241643333807587,1.0086156044687544,0.3408898882800542,0.34201424211597153,0.5836032844774091,"[[942, 3186], [48, 739]]",0.5431931252826775,0.5960000000000001,"              precision    recall  f1-score   support

           0       0.95      0.23      0.37      4128
           1       0.19      0.94      0.31       787

    accuracy                           0.34      4915
   macro avg       0.57      0.58      0.34      4915
weighted avg       0.83      0.34      0.36      4915
",TRANSFORMERNN
3,0.4534511740257343,1.1136476691667136,0.2707557888800425,0.27202441505595115,0.5583910173064232,"[[566, 3562], [16, 771]]",0.48070681572304363,0.568,"              precision    recall  f1-score   support

           0       0.97      0.14      0.24      4128
           1       0.18      0.98      0.30       787

    accuracy                           0.27      4915
   macro avg       0.58      0.56      0.27      4915
weighted avg       0.85      0.27      0.25      4915
",TRANSFORMERNN
4,0.3911880012730072,1.081773741678758,0.2865097151765953,0.28708036622583927,0.5694109955379569,"[[636, 3492], [12, 775]]",0.4903233561726169,0.576,"              precision    recall  f1-score   support

           0       0.98      0.15      0.27      4128
           1       0.18      0.98      0.31       787

    accuracy                           0.29      4915
   macro avg       0.58      0.57      0.29      4915
weighted avg       0.85      0.29      0.27      4915
",TRANSFORMERNN
5,0.3715237166075145,0.9775121366822874,0.36014685656867085,0.36174974567650053,0.6092357150596417,"[[1012, 3116], [21, 766]]",0.5670506093848349,0.621,"              precision    recall  f1-score   support

           0       0.98      0.25      0.39      4128
           1       0.20      0.97      0.33       787

    accuracy                           0.36      4915
   macro avg       0.59      0.61      0.36      4915
weighted avg       0.85      0.36      0.38      4915
",TRANSFORMERNN
6,0.35076972559532704,0.9757117559383441,0.3713962539988991,0.37375381485249237,0.6174104328575791,"[[1069, 3059], [19, 768]]",0.5790173126285704,0.63,"              precision    recall  f1-score   support

           0       0.98      0.26      0.41      4128
           1       0.20      0.98      0.33       787

    accuracy                           0.37      4915
   macro avg       0.59      0.62      0.37      4915
weighted avg       0.86      0.37      0.40      4915
",TRANSFORMERNN
7,0.3404816963244228,0.8709485244441342,0.43870970411196963,0.4496439471007121,0.6595044965180304,"[[1448, 2680], [25, 762]]",0.6382226063587051,0.671,"              precision    recall  f1-score   support

           0       0.98      0.35      0.52      4128
           1       0.22      0.97      0.36       787

    accuracy                           0.45      4915
   macro avg       0.60      0.66      0.44      4915
weighted avg       0.86      0.45      0.49      4915
",TRANSFORMERNN
8,0.32189486010798385,0.8747634020718661,0.45273517293968635,0.4657171922685656,0.6711300949046028,"[[1523, 2605], [21, 766]]",0.655417977992695,0.685,"              precision    recall  f1-score   support

           0       0.99      0.37      0.54      4128
           1       0.23      0.97      0.37       787

    accuracy                           0.47      4915
   macro avg       0.61      0.67      0.45      4915
weighted avg       0.86      0.47      0.51      4915
",TRANSFORMERNN
9,0.2980307228622898,0.8649787980240661,0.46876659466750903,0.48484231943031536,0.6814873538508515,"[[1619, 2509], [23, 764]]",0.6718190000552384,0.697,"              precision    recall  f1-score   support

           0       0.99      0.39      0.56      4128
           1       0.23      0.97      0.38       787

    accuracy                           0.48      4915
   macro avg       0.61      0.68      0.47      4915
weighted avg       0.87      0.48      0.53      4915
",TRANSFORMERNN
10,0.29035159607550926,0.8646974718415892,0.5134244534677612,0.5385554425228891,0.7139782980211381,"[[1882, 2246], [22, 765]]",0.7174529123594169,0.734,"              precision    recall  f1-score   support

           0       0.99      0.46      0.62      4128
           1       0.25      0.97      0.40       787

    accuracy                           0.54      4915
   macro avg       0.62      0.71      0.51      4915
weighted avg       0.87      0.54      0.59      4915
",TRANSFORMERNN
11,0.28498171564063124,0.833175003528595,0.5377358340037806,0.5682604272634791,0.7316624065482699,"[[2028, 2100], [22, 765]]",0.7410046492823934,0.754,"              precision    recall  f1-score   support

           0       0.99      0.49      0.66      4128
           1       0.27      0.97      0.42       787

    accuracy                           0.57      4915
   macro avg       0.63      0.73      0.54      4915
weighted avg       0.87      0.57      0.62      4915
",TRANSFORMERNN
12,0.27101583883631974,0.7771739735231771,0.5695846532757306,0.6081383519837233,0.7523175167203491,"[[2230, 1898], [28, 759]]",0.7626967639332387,0.772,"              precision    recall  f1-score   support

           0       0.99      0.54      0.70      4128
           1       0.29      0.96      0.44       787

    accuracy                           0.61      4915
   macro avg       0.64      0.75      0.57      4915
weighted avg       0.88      0.61      0.66      4915
",TRANSFORMERNN
13,0.26546287760138515,0.7597299852928558,0.5874959726068518,0.6299084435401832,0.7657919880224185,"[[2336, 1792], [27, 760]]",0.7839210370963123,0.7909999999999999,"              precision    recall  f1-score   support

           0       0.99      0.57      0.72      4128
           1       0.30      0.97      0.46       787

    accuracy                           0.63      4915
   macro avg       0.64      0.77      0.59      4915
weighted avg       0.88      0.63      0.68      4915
",TRANSFORMERNN
14,0.26663339811152426,0.726027386529105,0.6129141167865876,0.6610376398779247,0.7832955647981246,"[[2491, 1637], [29, 758]]",0.8009031198686372,0.806,"              precision    recall  f1-score   support

           0       0.99      0.60      0.75      4128
           1       0.32      0.96      0.48       787

    accuracy                           0.66      4915
   macro avg       0.65      0.78      0.61      4915
weighted avg       0.88      0.66      0.71      4915
",TRANSFORMERNN
15,0.25081755532459776,0.7191201850965425,0.6207464304252548,0.6706002034587996,0.7884741942712489,"[[2539, 1589], [30, 757]]",0.806469647989793,0.8109999999999999,"              precision    recall  f1-score   support

           0       0.99      0.62      0.76      4128
           1       0.32      0.96      0.48       787

    accuracy                           0.67      4915
   macro avg       0.66      0.79      0.62      4915
weighted avg       0.88      0.67      0.71      4915
",TRANSFORMERNN
16,0.25709333022823555,0.7022817041966822,0.6335082842303988,0.6856561546286877,0.7979515725500625,"[[2612, 1516], [29, 758]]",0.8162957882747726,0.8200000000000001,"              precision    recall  f1-score   support

           0       0.99      0.63      0.77      4128
           1       0.33      0.96      0.50       787

    accuracy                           0.69      4915
   macro avg       0.66      0.80      0.63      4915
weighted avg       0.88      0.69      0.73      4915
",TRANSFORMERNN
17,0.2426706108553656,0.7093161305823883,0.6382837798057109,0.6911495422177009,0.801736121371512,"[[2638, 1490], [28, 759]]",0.8172632154936292,0.821,"              precision    recall  f1-score   support

           0       0.99      0.64      0.78      4128
           1       0.34      0.96      0.50       787

    accuracy                           0.69      4915
   macro avg       0.66      0.80      0.64      4915
weighted avg       0.89      0.69      0.73      4915
",TRANSFORMERNN
18,0.2369066536765207,0.6667715520053715,0.656847027199438,0.7133265513733469,0.8133960407986367,"[[2750, 1378], [31, 756]]",0.8218486813239392,0.825,"              precision    recall  f1-score   support

           0       0.99      0.67      0.80      4128
           1       0.35      0.96      0.52       787

    accuracy                           0.71      4915
   macro avg       0.67      0.81      0.66      4915
weighted avg       0.89      0.71      0.75      4915
",TRANSFORMERNN
19,0.21462581008672715,0.6455670982212215,0.6695805979006714,0.728585961342828,0.8204235431872581,"[[2829, 1299], [35, 752]]",0.832629871611896,0.835,"              precision    recall  f1-score   support

           0       0.99      0.69      0.81      4128
           1       0.37      0.96      0.53       787

    accuracy                           0.73      4915
   macro avg       0.68      0.82      0.67      4915
weighted avg       0.89      0.73      0.76      4915
",TRANSFORMERNN
20,0.22762848306447267,0.6503446264700457,0.6722224849373304,0.7314343845371313,0.8226334796056066,"[[2842, 1286], [34, 753]]",0.8357124602971779,0.838,"              precision    recall  f1-score   support

           0       0.99      0.69      0.81      4128
           1       0.37      0.96      0.53       787

    accuracy                           0.73      4915
   macro avg       0.68      0.82      0.67      4915
weighted avg       0.89      0.73      0.77      4915
",TRANSFORMERNN
21,0.1745468426655446,0.6067265210213599,0.6927333327815676,0.755645981688708,0.8329336394216089,"[[2969, 1159], [42, 745]]",0.8422942546583851,0.844,"              precision    recall  f1-score   support

           0       0.99      0.72      0.83      4128
           1       0.39      0.95      0.55       787

    accuracy                           0.76      4915
   macro avg       0.69      0.83      0.69      4915
weighted avg       0.89      0.76      0.79      4915
",TRANSFORMERNN
22,0.20566894256728974,0.6107041576466004,0.6949536132765348,0.758087487283825,0.8343871277937019,"[[2981, 1147], [42, 745]]",0.8443809392923982,0.846,"              precision    recall  f1-score   support

           0       0.99      0.72      0.83      4128
           1       0.39      0.95      0.56       787

    accuracy                           0.76      4915
   macro avg       0.69      0.83      0.69      4915
weighted avg       0.89      0.76      0.79      4915
",TRANSFORMERNN
23,0.21742432791319108,0.6274743265919871,0.6935382432533936,0.755442522889115,0.8364119152802814,"[[2961, 1167], [35, 752]]",0.8431363024089205,0.845,"              precision    recall  f1-score   support

           0       0.99      0.72      0.83      4128
           1       0.39      0.96      0.56       787

    accuracy                           0.76      4915
   macro avg       0.69      0.84      0.69      4915
weighted avg       0.89      0.76      0.79      4915
",TRANSFORMERNN
