Round,Avg_Train_Loss,Val_Loss,F1_Score,Accuracy,Balanced_Acc,Confusion_Matrix,Balanced_F1,Balanced_Acc,Classification_Report,Model
1,0.602471053,0.99271543,0.264079224,0.265513733,0.549373048,"[[544, 3584], [26, 761]]",0.462144995,0.553,"              precision    recall  f1-score   support

           0       0.95      0.13      0.23      4128
           1       0.18      0.97      0.30       787

    accuracy                           0.27      4915
   macro avg       0.56      0.55      0.26      4915
weighted avg       0.83      0.27      0.24      4915
",TRANSFORMERNN
2,0.410616591,0.974252359,0.255927142,0.258189217,0.549640383,"[[499, 3629], [17, 770]]",0.456706034,0.553,"              precision    recall  f1-score   support

           0       0.97      0.12      0.21      4128
           1       0.18      0.98      0.30       787

    accuracy                           0.26      4915
   macro avg       0.57      0.55      0.26      4915
weighted avg       0.84      0.26      0.23      4915
",TRANSFORMERNN
3,0.31137584,0.927540434,0.261364221,0.263479145,0.557417408,"[[516, 3612], [8, 779]]",0.465555217,0.563,"              precision    recall  f1-score   support

           0       0.98      0.12      0.22      4128
           1       0.18      0.99      0.30       787

    accuracy                           0.26      4915
   macro avg       0.58      0.56      0.26      4915
weighted avg       0.86      0.26      0.23      4915
",TRANSFORMERNN
4,0.277310049,0.959353275,0.235594569,0.240284842,0.545666068,"[[398, 3730], [4, 783]]",0.437015485,0.548,"              precision    recall  f1-score   support

           0       0.99      0.10      0.18      4128
           1       0.17      0.99      0.30       787

    accuracy                           0.24      4915
   macro avg       0.58      0.55      0.24      4915
weighted avg       0.86      0.24      0.19      4915
",TRANSFORMERNN
5,0.262550946,0.866906538,0.278904286,0.279959308,0.568771054,"[[594, 3534], [5, 782]]",0.485541289,0.575,"              precision    recall  f1-score   support

           0       0.99      0.14      0.25      4128
           1       0.18      0.99      0.31       787

    accuracy                           0.28      4915
   macro avg       0.59      0.57      0.28      4915
weighted avg       0.86      0.28      0.26      4915
",TRANSFORMERNN
6,0.246674629,0.881036968,0.265882727,0.26775178,0.561503612,"[[534, 3594], [5, 782]]",0.464433875,0.563,"              precision    recall  f1-score   support

           0       0.99      0.13      0.23      4128
           1       0.18      0.99      0.30       787

    accuracy                           0.27      4915
   macro avg       0.58      0.56      0.27      4915
weighted avg       0.86      0.27      0.24      4915
",TRANSFORMERNN
7,0.243972153,0.803569749,0.340025265,0.340386572,0.603202292,"[[894, 3234], [8, 779]]",0.557409338,0.618,"              precision    recall  f1-score   support

           0       0.99      0.22      0.36      4128
           1       0.19      0.99      0.32       787

    accuracy                           0.34      4915
   macro avg       0.59      0.60      0.34      4915
weighted avg       0.86      0.34      0.35      4915
",TRANSFORMERNN
8,0.231338696,0.853971692,0.30091483,0.301119023,0.581367954,"[[698, 3430], [5, 782]]",0.517583258,0.594,"              precision    recall  f1-score   support

           0       0.99      0.17      0.29      4128
           1       0.19      0.99      0.31       787

    accuracy                           0.30      4915
   macro avg       0.59      0.58      0.30      4915
weighted avg       0.86      0.30      0.29      4915
",TRANSFORMERNN
9,0.223404057,0.841043941,0.32528367,0.325330621,0.594239113,"[[820, 3308], [8, 779]]",0.540264307,0.607,"              precision    recall  f1-score   support

           0       0.99      0.20      0.33      4128
           1       0.19      0.99      0.32       787

    accuracy                           0.33      4915
   macro avg       0.59      0.59      0.33      4915
weighted avg       0.86      0.33      0.33      4915
",TRANSFORMERNN
10,0.208622591,0.790859773,0.43707718,0.446592065,0.665914836,"[[1417, 2711], [9, 778]]",0.659787795,0.69,"              precision    recall  f1-score   support

           0       0.99      0.34      0.51      4128
           1       0.22      0.99      0.36       787

    accuracy                           0.45      4915
   macro avg       0.61      0.67      0.44      4915
weighted avg       0.87      0.45      0.49      4915
",TRANSFORMERNN
11,0.199941298,0.763091549,0.479184835,0.496032553,0.694833775,"[[1661, 2467], [10, 777]]",0.705805299,0.726,"              precision    recall  f1-score   support

           0       0.99      0.40      0.57      4128
           1       0.24      0.99      0.39       787

    accuracy                           0.50      4915
   macro avg       0.62      0.69      0.48      4915
weighted avg       0.87      0.50      0.54      4915
",TRANSFORMERNN
12,0.186766419,0.718577181,0.534958147,0.563987792,0.732718202,"[[2000, 2128], [15, 772]]",0.741935484,0.755,"              precision    recall  f1-score   support

           0       0.99      0.48      0.65      4128
           1       0.27      0.98      0.42       787

    accuracy                           0.56      4915
   macro avg       0.63      0.73      0.53      4915
weighted avg       0.88      0.56      0.61      4915
",TRANSFORMERNN
13,0.1936357,0.733017191,0.536457151,0.565818922,0.733808318,"[[2009, 2119], [15, 772]]",0.743110303,0.756,"              precision    recall  f1-score   support

           0       0.99      0.49      0.65      4128
           1       0.27      0.98      0.42       787

    accuracy                           0.57      4915
   macro avg       0.63      0.73      0.54      4915
weighted avg       0.88      0.57      0.62      4915
",TRANSFORMERNN
14,0.182883948,0.701560478,0.57182942,0.609766022,0.757400109,"[[2230, 1898], [20, 767]]",0.765722372,0.775,"              precision    recall  f1-score   support

           0       0.99      0.54      0.70      4128
           1       0.29      0.97      0.44       787

    accuracy                           0.61      4915
   macro avg       0.64      0.76      0.57      4915
weighted avg       0.88      0.61      0.66      4915
",TRANSFORMERNN
15,0.175039263,0.642932117,0.622492124,0.672227874,0.790985786,"[[2544, 1584], [27, 760]]",0.798850575,0.804,"              precision    recall  f1-score   support

           0       0.99      0.62      0.76      4128
           1       0.32      0.97      0.49       787

    accuracy                           0.67      4915
   macro avg       0.66      0.79      0.62      4915
weighted avg       0.88      0.67      0.72      4915
",TRANSFORMERNN
16,0.178857403,0.641315016,0.629828021,0.680976602,0.79619412,"[[2587, 1541], [27, 760]]",0.805384499,0.81,"              precision    recall  f1-score   support

           0       0.99      0.63      0.77      4128
           1       0.33      0.97      0.49       787

    accuracy                           0.68      4915
   macro avg       0.66      0.80      0.63      4915
weighted avg       0.88      0.68      0.72      4915
",TRANSFORMERNN
17,0.161606679,0.592890437,0.65925419,0.716581892,0.813791425,"[[2769, 1359], [34, 753]]",0.814570292,0.818,"              precision    recall  f1-score   support

           0       0.99      0.67      0.80      4128
           1       0.36      0.96      0.52       787

    accuracy                           0.72      4915
   macro avg       0.67      0.81      0.66      4915
weighted avg       0.89      0.72      0.75      4915
",TRANSFORMERNN
18,0.164315422,0.572682732,0.673298024,0.732655137,0.823360224,"[[2848, 1280], [34, 753]]",0.819909466,0.823,"              precision    recall  f1-score   support

           0       0.99      0.69      0.81      4128
           1       0.37      0.96      0.53       787

    accuracy                           0.73      4915
   macro avg       0.68      0.82      0.67      4915
weighted avg       0.89      0.73      0.77      4915
",TRANSFORMERNN
19,0.147140612,0.509262133,0.718908159,0.78311292,0.851856384,"[[3099, 1029], [37, 750]]",0.850623345,0.852,"              precision    recall  f1-score   support

           0       0.99      0.75      0.85      4128
           1       0.42      0.95      0.58       787

    accuracy                           0.78      4915
   macro avg       0.70      0.85      0.72      4915
weighted avg       0.90      0.78      0.81      4915
",TRANSFORMERNN
20,0.162720468,0.530202701,0.705990765,0.768870804,0.844920301,"[[3026, 1102], [34, 753]]",0.84627272,0.848,"              precision    recall  f1-score   support

           0       0.99      0.73      0.84      4128
           1       0.41      0.96      0.57       787

    accuracy                           0.77      4915
   macro avg       0.70      0.84      0.71      4915
weighted avg       0.90      0.77      0.80      4915
",TRANSFORMERNN
21,0.151265952,0.534777996,0.705802364,0.768667345,0.844799177,"[[3025, 1103], [34, 753]]",0.84208928,0.844,"              precision    recall  f1-score   support

           0       0.99      0.73      0.84      4128
           1       0.41      0.96      0.57       787

    accuracy                           0.77      4915
   macro avg       0.70      0.84      0.71      4915
weighted avg       0.90      0.77      0.80      4915
",TRANSFORMERNN
22,0.141365312,0.501411368,0.728047688,0.792675483,0.857549213,"[[3146, 982], [37, 750]]",0.853734954,0.855,"              precision    recall  f1-score   support

           0       0.99      0.76      0.86      4128
           1       0.43      0.95      0.60       787

    accuracy                           0.79      4915
   macro avg       0.71      0.86      0.73      4915
weighted avg       0.90      0.79      0.82      4915
",TRANSFORMERNN
23,0.149138115,0.49726,0.729422304,0.794099695,0.858397081,"[[3153, 975], [37, 750]]",0.856840407,0.858,"              precision    recall  f1-score   support

           0       0.99      0.76      0.86      4128
           1       0.43      0.95      0.60       787

    accuracy                           0.79      4915
   macro avg       0.71      0.86      0.73      4915
weighted avg       0.90      0.79      0.82      4915
",TRANSFORMERNN
24,0.149043402,0.486468908,0.736208859,0.801220753,0.862122222,"[[3189, 939], [38, 749]]",0.857924632,0.859,"              precision    recall  f1-score   support

           0       0.99      0.77      0.87      4128
           1       0.44      0.95      0.61       787

    accuracy                           0.80      4915
   macro avg       0.72      0.86      0.74      4915
weighted avg       0.90      0.80      0.83      4915
",TRANSFORMERNN
25,0.143572839,0.487323792,0.73666553,0.801831129,0.861971394,"[[3193, 935], [39, 748]]",0.859988416,0.861,"              precision    recall  f1-score   support

           0       0.99      0.77      0.87      4128
           1       0.44      0.95      0.61       787

    accuracy                           0.80      4915
   macro avg       0.72      0.86      0.74      4915
weighted avg       0.90      0.80      0.83      4915
",TRANSFORMERNN
26,0.118132498,0.459224454,0.753162254,0.818514751,0.871389365,"[[3276, 852], [40, 747]]",0.872356549,0.873,"              precision    recall  f1-score   support

           0       0.99      0.79      0.88      4128
           1       0.47      0.95      0.63       787

    accuracy                           0.82      4915
   macro avg       0.73      0.87      0.75      4915
weighted avg       0.90      0.82      0.84      4915
",TRANSFORMERNN
27,0.14347868,0.460247919,0.755164031,0.82034588,0.872993681,"[[3284, 844], [39, 748]]",0.873343412,0.874,"              precision    recall  f1-score   support

           0       0.99      0.80      0.88      4128
           1       0.47      0.95      0.63       787

    accuracy                           0.82      4915
   macro avg       0.73      0.87      0.76      4915
weighted avg       0.91      0.82      0.84      4915
",TRANSFORMERNN
28,0.132166881,0.47901331,0.749601728,0.814852492,0.869723332,"[[3257, 871], [39, 748]]",0.871295213,0.872,"              precision    recall  f1-score   support

           0       0.99      0.79      0.88      4128
           1       0.46      0.95      0.62       787

    accuracy                           0.81      4915
   macro avg       0.73      0.87      0.75      4915
weighted avg       0.90      0.81      0.84      4915
",TRANSFORMERNN
29,0.124443095,0.431159639,0.767798366,0.834587996,0.873759364,"[[3369, 759], [54, 733]]",0.877694236,0.878,"              precision    recall  f1-score   support

           0       0.98      0.82      0.89      4128
           1       0.49      0.93      0.64       787

    accuracy                           0.83      4915
   macro avg       0.74      0.87      0.77      4915
weighted avg       0.91      0.83      0.85      4915
",TRANSFORMERNN
30,0.108855305,0.429794175,0.769663943,0.836622584,0.873942204,"[[3381, 747], [56, 731]]",0.878732119,0.879,"              precision    recall  f1-score   support

           0       0.98      0.82      0.89      4128
           1       0.49      0.93      0.65       787

    accuracy                           0.84      4915
   macro avg       0.74      0.87      0.77      4915
weighted avg       0.91      0.84      0.85      4915
",TRANSFORMERNN
31,0.147528405,0.470099964,0.755970908,0.822380468,0.869577122,"[[3303, 825], [48, 739]]",0.871473556,0.872,"              precision    recall  f1-score   support

           0       0.99      0.80      0.88      4128
           1       0.47      0.94      0.63       787

    accuracy                           0.82      4915
   macro avg       0.73      0.87      0.76      4915
weighted avg       0.90      0.82      0.84      4915
",TRANSFORMERNN
32,0.133582784,0.461682335,0.759452425,0.826042726,0.870728954,"[[3323, 805], [50, 737]]",0.873574705,0.874,"              precision    recall  f1-score   support

           0       0.99      0.80      0.89      4128
           1       0.48      0.94      0.63       787

    accuracy                           0.83      4915
   macro avg       0.73      0.87      0.76      4915
weighted avg       0.90      0.83      0.85      4915
",TRANSFORMERNN
