Round,Avg_Train_Loss,Val_Loss,F1_Score,Accuracy,Balanced_Acc,Confusion_Matrix,Balanced_F1,Balanced_Acc,Classification_Report,Model
1,1.2622110985727526,1.201025215062228,0.18554220998137208,0.19755849440488302,0.5207442217527063,"[[187, 3941], [3, 784]]",0.3731823260775619,0.517,"              precision    recall  f1-score   support

           0       0.98      0.05      0.09      4128
           1       0.17      1.00      0.28       787

    accuracy                           0.20      4915
   macro avg       0.58      0.52      0.19      4915
weighted avg       0.85      0.20      0.12      4915
",TRANSFORMERNN
2,0.9148356734183594,1.0659364725088145,0.3011419327676256,0.301322482197355,0.5804606776296997,"[[701, 3427], [7, 780]]",0.502607415823796,0.585,"              precision    recall  f1-score   support

           0       0.99      0.17      0.29      4128
           1       0.19      0.99      0.31       787

    accuracy                           0.30      4915
   macro avg       0.59      0.58      0.30      4915
weighted avg       0.86      0.30      0.29      4915
",TRANSFORMERNN
3,0.8574000169147049,1.138841617417026,0.2817348519461883,0.28260427263479143,0.5693172667769865,"[[609, 3519], [7, 780]]",0.46443387474125536,0.563,"              precision    recall  f1-score   support

           0       0.99      0.15      0.26      4128
           1       0.18      0.99      0.31       787

    accuracy                           0.28      4915
   macro avg       0.59      0.57      0.28      4915
weighted avg       0.86      0.28      0.26      4915
",TRANSFORMERNN
4,0.7637926555231324,1.1054072573587492,0.31780253200481956,0.3178026449643947,0.5902717241413276,"[[782, 3346], [7, 780]]",0.5159366269465115,0.593,"              precision    recall  f1-score   support

           0       0.99      0.19      0.32      4128
           1       0.19      0.99      0.32       787

    accuracy                           0.32      4915
   macro avg       0.59      0.59      0.32      4915
weighted avg       0.86      0.32      0.32      4915
",TRANSFORMERNN
5,0.7792133488620374,1.0198683939970934,0.3854542616062091,0.3886063072227874,0.6319086869477852,"[[1131, 2997], [8, 779]]",0.5831730152622804,0.636,"              precision    recall  f1-score   support

           0       0.99      0.27      0.43      4128
           1       0.21      0.99      0.34       787

    accuracy                           0.39      4915
   macro avg       0.60      0.63      0.39      4915
weighted avg       0.87      0.39      0.42      4915
",TRANSFORMERNN
6,0.7477969899603317,1.042486004241101,0.395099209973623,0.39918616480162766,0.6382071365601883,"[[1183, 2945], [8, 779]]",0.5978570552230871,0.646,"              precision    recall  f1-score   support

           0       0.99      0.29      0.44      4128
           1       0.21      0.99      0.35       787

    accuracy                           0.40      4915
   macro avg       0.60      0.64      0.40      4915
weighted avg       0.87      0.40      0.43      4915
",TRANSFORMERNN
7,0.6845976424651087,1.0088158667861642,0.44418507933871687,0.4547304170905392,0.6712739970253047,"[[1456, 2672], [8, 779]]",0.6332050851822658,0.671,"              precision    recall  f1-score   support

           0       0.99      0.35      0.52      4128
           1       0.23      0.99      0.37       787

    accuracy                           0.45      4915
   macro avg       0.61      0.67      0.44      4915
weighted avg       0.87      0.45      0.50      4915
",TRANSFORMERNN
8,0.691410915704079,0.8934509653549689,0.5073876433233102,0.5302136317395727,0.7136400126079805,"[[1832, 2296], [13, 774]]",0.6949244264201915,0.717,"              precision    recall  f1-score   support

           0       0.99      0.44      0.61      4128
           1       0.25      0.98      0.40       787

    accuracy                           0.53      4915
   macro avg       0.62      0.71      0.51      4915
weighted avg       0.87      0.53      0.58      4915
",TRANSFORMERNN
9,0.6899188684901272,1.0113662752238186,0.4884728020383861,0.5072227873855544,0.7009813970725846,"[[1717, 2411], [11, 776]]",0.676743489973062,0.703,"              precision    recall  f1-score   support

           0       0.99      0.42      0.59      4128
           1       0.24      0.99      0.39       787

    accuracy                           0.51      4915
   macro avg       0.62      0.70      0.49      4915
weighted avg       0.87      0.51      0.56      4915
",TRANSFORMERNN
10,0.6300464814058068,0.9474944596166734,0.5202037608067299,0.5458799593082401,0.7224523630113373,"[[1910, 2218], [14, 773]]",0.7076934443027525,0.727,"              precision    recall  f1-score   support

           0       0.99      0.46      0.63      4128
           1       0.26      0.98      0.41       787

    accuracy                           0.55      4915
   macro avg       0.63      0.72      0.52      4915
weighted avg       0.88      0.55      0.60      4915
",TRANSFORMERNN
