Round,Avg_Train_Loss,Val_Loss,F1_Score,Accuracy,Balanced_Acc,Confusion_Matrix,Balanced_F1,Balanced_Acc,Classification_Report,Model
1,1.0488314526550697,0.908901634928468,0.3619153973959404,0.36378433367243135,0.607875955448519,"[[1027, 3101], [26, 761]]",0.5549071769787466,0.611,"              precision    recall  f1-score   support

           0       0.98      0.25      0.40      4128
           1       0.20      0.97      0.33       787

    accuracy                           0.36      4915
   macro avg       0.59      0.61      0.36      4915
weighted avg       0.85      0.36      0.39      4915
",TRANSFORMERNN
2,0.8169007794665439,0.8972753479883269,0.37254582592312163,0.3745676500508647,0.6245795287767304,"[[1060, 3068], [6, 781]]",0.5726943635967847,0.629,"              precision    recall  f1-score   support

           0       0.99      0.26      0.41      4128
           1       0.20      0.99      0.34       787

    accuracy                           0.37      4915
   macro avg       0.60      0.62      0.37      4915
weighted avg       0.87      0.37      0.40      4915
",TRANSFORMERNN
3,0.6387847398798312,0.9047360249928066,0.3893260981216479,0.392675483214649,0.6363879675049003,"[[1147, 2981], [4, 783]]",0.595763602554774,0.645,"              precision    recall  f1-score   support

           0       1.00      0.28      0.43      4128
           1       0.21      0.99      0.34       787

    accuracy                           0.39      4915
   macro avg       0.60      0.64      0.39      4915
weighted avg       0.87      0.39      0.42      4915
",TRANSFORMERNN
4,0.5280385873534463,0.8437483829337281,0.4433189964157706,0.4535096642929807,0.6720898527919782,"[[1447, 2681], [5, 782]]",0.6468422270417002,0.681,"              precision    recall  f1-score   support

           0       1.00      0.35      0.52      4128
           1       0.23      0.99      0.37       787

    accuracy                           0.45      4915
   macro avg       0.61      0.67      0.44      4915
weighted avg       0.87      0.45      0.49      4915
",TRANSFORMERNN
5,0.4589640774165414,0.8019563261564676,0.47194909559134474,0.4870803662258393,0.6915611179240172,"[[1613, 2515], [6, 781]]",0.6776315502873,0.704,"              precision    recall  f1-score   support

           0       1.00      0.39      0.56      4128
           1       0.24      0.99      0.38       787

    accuracy                           0.49      4915
   macro avg       0.62      0.69      0.47      4915
weighted avg       0.87      0.49      0.53      4915
",TRANSFORMERNN
6,0.44209410964765333,0.8154564724340068,0.4712608717899187,0.4862665310274669,0.6910766217999862,"[[1609, 2519], [6, 781]]",0.6853298611111112,0.71,"              precision    recall  f1-score   support

           0       1.00      0.39      0.56      4128
           1       0.24      0.99      0.38       787

    accuracy                           0.49      4915
   macro avg       0.62      0.69      0.47      4915
weighted avg       0.87      0.49      0.53      4915
",TRANSFORMERNN
7,0.4191732710612745,0.7979896293058024,0.4938145895183669,0.51353001017294,0.7052504420180649,"[[1747, 2381], [10, 777]]",0.7045650606823366,0.725,"              precision    recall  f1-score   support

           0       0.99      0.42      0.59      4128
           1       0.25      0.99      0.39       787

    accuracy                           0.51      4915
   macro avg       0.62      0.71      0.49      4915
weighted avg       0.87      0.51      0.56      4915
",TRANSFORMERNN
8,0.38375266999937596,0.7834720905725058,0.5073876433233102,0.5302136317395727,0.7136400126079805,"[[1832, 2296], [13, 774]]",0.7092414194149766,0.728,"              precision    recall  f1-score   support

           0       0.99      0.44      0.61      4128
           1       0.25      0.98      0.40       787

    accuracy                           0.53      4915
   macro avg       0.62      0.71      0.51      4915
weighted avg       0.87      0.53      0.58      4915
",TRANSFORMERNN
9,0.39977980116382245,0.8090540395154582,0.5093270977172683,0.5324516785350967,0.7154865769333058,"[[1842, 2286], [12, 775]]",0.7138268609796519,0.732,"              precision    recall  f1-score   support

           0       0.99      0.45      0.62      4128
           1       0.25      0.98      0.40       787

    accuracy                           0.53      4915
   macro avg       0.62      0.72      0.51      4915
weighted avg       0.87      0.53      0.58      4915
",TRANSFORMERNN
10,0.34932629083914135,0.7797989396305828,0.5300574312918281,0.5578840284842319,0.7295986808407947,"[[1969, 2159], [14, 773]]",0.7286284287162005,0.744,"              precision    recall  f1-score   support

           0       0.99      0.48      0.64      4128
           1       0.26      0.98      0.42       787

    accuracy                           0.56      4915
   macro avg       0.63      0.73      0.53      4915
weighted avg       0.88      0.56      0.61      4915
",TRANSFORMERNN
11,0.3119417201502826,0.7461532207278462,0.553261345373343,0.5863682604272635,0.7460418451976399,"[[2110, 2018], [15, 772]]",0.7580216858660571,0.769,"              precision    recall  f1-score   support

           0       0.99      0.51      0.67      4128
           1       0.28      0.98      0.43       787

    accuracy                           0.59      4915
   macro avg       0.63      0.75      0.55      4915
weighted avg       0.88      0.59      0.64      4915
",TRANSFORMERNN
12,0.3324326278083027,0.7688071890310808,0.5507668710561249,0.5833163784333673,0.7442249847325236,"[[2095, 2033], [15, 772]]",0.7557075830253466,0.767,"              precision    recall  f1-score   support

           0       0.99      0.51      0.67      4128
           1       0.28      0.98      0.43       787

    accuracy                           0.58      4915
   macro avg       0.63      0.74      0.55      4915
weighted avg       0.88      0.58      0.63      4915
",TRANSFORMERNN
13,0.31235946737887227,0.7209345733190512,0.5818707418436287,0.622177009155646,0.7642744747495641,"[[2292, 1836], [21, 766]]",0.7759103641456582,0.784,"              precision    recall  f1-score   support

           0       0.99      0.56      0.71      4128
           1       0.29      0.97      0.45       787

    accuracy                           0.62      4915
   macro avg       0.64      0.76      0.58      4915
weighted avg       0.88      0.62      0.67      4915
",TRANSFORMERNN
14,0.2750591082167962,0.6909505550737505,0.6039042124026645,0.6504577822990845,0.7759687152172414,"[[2441, 1687], [31, 756]]",0.785809906291834,0.792,"              precision    recall  f1-score   support

           0       0.99      0.59      0.74      4128
           1       0.31      0.96      0.47       787

    accuracy                           0.65      4915
   macro avg       0.65      0.78      0.60      4915
weighted avg       0.88      0.65      0.70      4915
",TRANSFORMERNN
15,0.26983611219946074,0.6800387869407605,0.6187029145785348,0.6687690742624619,0.785327278055219,"[[2534, 1594], [34, 753]]",0.7959708863783397,0.8009999999999999,"              precision    recall  f1-score   support

           0       0.99      0.61      0.76      4128
           1       0.32      0.96      0.48       787

    accuracy                           0.67      4915
   macro avg       0.65      0.79      0.62      4915
weighted avg       0.88      0.67      0.71      4915
",TRANSFORMERNN
16,0.280434860757419,0.6679397658868269,0.6306226841471989,0.6830111902339776,0.7938059602257617,"[[2604, 1524], [34, 753]]",0.8046633306027108,0.8089999999999999,"              precision    recall  f1-score   support

           0       0.99      0.63      0.77      4128
           1       0.33      0.96      0.49       787

    accuracy                           0.68      4915
   macro avg       0.66      0.79      0.63      4915
weighted avg       0.88      0.68      0.73      4915
",TRANSFORMERNN
17,0.25327265040328106,0.6691520121190455,0.6346429259812854,0.6880976602238047,0.7958056610324754,"[[2631, 1497], [36, 751]]",0.8058617490425919,0.81,"              precision    recall  f1-score   support

           0       0.99      0.64      0.77      4128
           1       0.33      0.95      0.49       787

    accuracy                           0.69      4915
   macro avg       0.66      0.80      0.63      4915
weighted avg       0.88      0.69      0.73      4915
",TRANSFORMERNN
18,0.2464696371728288,0.6584338042643163,0.6443417782881671,0.6996948118006103,0.8021955308156772,"[[2689, 1439], [37, 750]]",0.809206841210098,0.813,"              precision    recall  f1-score   support

           0       0.99      0.65      0.78      4128
           1       0.34      0.95      0.50       787

    accuracy                           0.70      4915
   macro avg       0.66      0.80      0.64      4915
weighted avg       0.88      0.70      0.74      4915
",TRANSFORMERNN
19,0.25478999409492,0.6744251514410043,0.6393655938025304,0.6939979654120041,0.7982898579632202,"[[2662, 1466], [38, 749]]",0.8070544565826587,0.8109999999999999,"              precision    recall  f1-score   support

           0       0.99      0.64      0.78      4128
           1       0.34      0.95      0.50       787

    accuracy                           0.69      4915
   macro avg       0.66      0.80      0.64      4915
weighted avg       0.88      0.69      0.73      4915
",TRANSFORMERNN
20,0.23480964958725964,0.6712431582537565,0.6489821050457556,0.7064089521871821,0.8020790239650128,"[[2730, 1398], [45, 742]]",0.8067338012409724,0.81,"              precision    recall  f1-score   support

           0       0.98      0.66      0.79      4128
           1       0.35      0.94      0.51       787

    accuracy                           0.71      4915
   macro avg       0.67      0.80      0.65      4915
weighted avg       0.88      0.71      0.75      4915
",TRANSFORMERNN
21,0.21312011825675897,0.6623220606283708,0.660098456406853,0.7196337741607325,0.8089236860120367,"[[2797, 1331], [47, 740]]",0.814280886458641,0.817,"              precision    recall  f1-score   support

           0       0.98      0.68      0.80      4128
           1       0.36      0.94      0.52       787

    accuracy                           0.72      4915
   macro avg       0.67      0.81      0.66      4915
weighted avg       0.88      0.72      0.76      4915
",TRANSFORMERNN
22,0.20624701291502964,0.6208134916695681,0.6790778164367225,0.7414038657171923,0.8213697573456261,"[[2905, 1223], [48, 739]]",0.8270195467912126,0.829,"              precision    recall  f1-score   support

           0       0.98      0.70      0.82      4128
           1       0.38      0.94      0.54       787

    accuracy                           0.74      4915
   macro avg       0.68      0.82      0.68      4915
weighted avg       0.89      0.74      0.78      4915
",TRANSFORMERNN
