Round,Avg_Train_Loss,Val_Loss,F1_Score,Accuracy,Balanced_Acc,Confusion_Matrix,Balanced_F1,Balanced_Acc,Classification_Report,Model
1,1.7044765573401888,0.650578059159316,0.46134562230416537,0.8394710071210579,0.5018145518749446,"[[4122, 6], [783, 4]]",0.33950853068500125,0.502,"              precision    recall  f1-score   support

           0       0.84      1.00      0.91      4128
           1       0.40      0.01      0.01       787

    accuracy                           0.84      4915
   macro avg       0.62      0.50      0.46      4915
weighted avg       0.77      0.84      0.77      4915
",DEEPNN
2,1.1269524667044386,0.65881836027294,0.5085307013566911,0.8384537131230926,0.5233195310422268,"[[4074, 54], [740, 47]]",0.3956280346643175,0.528,"              precision    recall  f1-score   support

           0       0.85      0.99      0.91      4128
           1       0.47      0.06      0.11       787

    accuracy                           0.84      4915
   macro avg       0.66      0.52      0.51      4915
weighted avg       0.79      0.84      0.78      4915
",DEEPNN
3,0.9951666505447516,0.6646206758239053,0.5928846213655714,0.8390640895218718,0.5771597014962127,"[[3973, 155], [636, 151]]",0.5011700583548091,0.579,"              precision    recall  f1-score   support

           0       0.86      0.96      0.91      4128
           1       0.49      0.19      0.28       787

    accuracy                           0.84      4915
   macro avg       0.68      0.58      0.59      4915
weighted avg       0.80      0.84      0.81      4915
",DEEPNN
4,0.6930206034305615,0.6766395150841057,0.6713467034062501,0.8004069175991861,0.6960653312549865,"[[3507, 621], [360, 427]]",0.689933340818885,0.6990000000000001,"              precision    recall  f1-score   support

           0       0.91      0.85      0.88      4128
           1       0.41      0.54      0.47       787

    accuracy                           0.80      4915
   macro avg       0.66      0.70      0.67      4915
weighted avg       0.83      0.80      0.81      4915
",DEEPNN
5,0.6571570554701485,0.7215979300536118,0.15074448729085702,0.16968463886063073,0.5041502295046443,"[[50, 4078], [3, 784]]",0.34775647994054704,0.505,"              precision    recall  f1-score   support

           0       0.94      0.01      0.02      4128
           1       0.16      1.00      0.28       787

    accuracy                           0.17      4915
   macro avg       0.55      0.50      0.15      4915
weighted avg       0.82      0.17      0.06      4915
",DEEPNN
6,0.6280473644666558,0.744180323241593,0.1434405226539963,0.1641912512716175,0.501908280635915,"[[21, 4107], [1, 786]]",0.33950853068500125,0.502,"              precision    recall  f1-score   support

           0       0.95      0.01      0.01      4128
           1       0.16      1.00      0.28       787

    accuracy                           0.16      4915
   macro avg       0.56      0.50      0.14      4915
weighted avg       0.83      0.16      0.05      4915
",DEEPNN
7,0.5900073111139865,0.7683720836391696,0.14041543327575423,0.1619532044760936,0.5010901162790697,"[[9, 4119], [0, 787]]",0.3333333333333333,0.5,"              precision    recall  f1-score   support

           0       1.00      0.00      0.00      4128
           1       0.16      1.00      0.28       787

    accuracy                           0.16      4915
   macro avg       0.58      0.50      0.14      4915
weighted avg       0.87      0.16      0.05      4915
",DEEPNN
8,0.5490293460354934,0.7404249395642962,0.14675597549658187,0.16683621566632756,0.5039970930232558,"[[33, 4095], [0, 787]]",0.34434915063412697,0.505,"              precision    recall  f1-score   support

           0       1.00      0.01      0.02      4128
           1       0.16      1.00      0.28       787

    accuracy                           0.17      4915
   macro avg       0.58      0.50      0.15      4915
weighted avg       0.87      0.17      0.06      4915
",DEEPNN
9,0.5403750252622693,0.7885951283690217,0.13961851364133004,0.16134282807731434,0.5007267441860465,"[[6, 4122], [0, 787]]",0.3333333333333333,0.5,"              precision    recall  f1-score   support

           0       1.00      0.00      0.00      4128
           1       0.16      1.00      0.28       787

    accuracy                           0.16      4915
   macro avg       0.58      0.50      0.14      4915
weighted avg       0.87      0.16      0.05      4915
",DEEPNN
10,0.5265004376982801,0.7965486846960984,0.13935265720056497,0.16113936927772127,0.5006056201550387,"[[5, 4123], [0, 787]]",0.3333333333333333,0.5,"              precision    recall  f1-score   support

           0       1.00      0.00      0.00      4128
           1       0.16      1.00      0.28       787

    accuracy                           0.16      4915
   macro avg       0.58      0.50      0.14      4915
weighted avg       0.87      0.16      0.05      4915
",DEEPNN
11,0.4776965374566612,0.7719467777710456,0.14121138025012098,0.16256358087487283,0.501453488372093,"[[12, 4116], [0, 787]]",0.33776243490656865,0.502,"              precision    recall  f1-score   support

           0       1.00      0.00      0.01      4128
           1       0.16      1.00      0.28       787

    accuracy                           0.16      4915
   macro avg       0.58      0.50      0.14      4915
weighted avg       0.87      0.16      0.05      4915
",DEEPNN
12,0.4870661502993278,0.7609585995797987,0.14596677026155164,0.16622583926754833,0.5036337209302325,"[[30, 4098], [0, 787]]",0.34434915063412697,0.505,"              precision    recall  f1-score   support

           0       1.00      0.01      0.01      4128
           1       0.16      1.00      0.28       787

    accuracy                           0.17      4915
   macro avg       0.58      0.50      0.15      4915
weighted avg       0.87      0.17      0.06      4915
",DEEPNN
13,0.47370177616981235,0.7142535455815204,0.19562433543054036,0.20610376398779248,0.5273740310077519,"[[226, 3902], [0, 787]]",0.3927042160737813,0.528,"              precision    recall  f1-score   support

           0       1.00      0.05      0.10      4128
           1       0.17      1.00      0.29       787

    accuracy                           0.21      4915
   macro avg       0.58      0.53      0.20      4915
weighted avg       0.87      0.21      0.13      4915
",DEEPNN
14,0.4499468741281081,0.7458193201523322,0.15016487530743627,0.16948118006103763,0.5055717054263565,"[[46, 4082], [0, 787]]",0.3465297289288908,0.506,"              precision    recall  f1-score   support

           0       1.00      0.01      0.02      4128
           1       0.16      1.00      0.28       787

    accuracy                           0.17      4915
   macro avg       0.58      0.51      0.15      4915
weighted avg       0.87      0.17      0.06      4915
",DEEPNN
15,0.4301609416124379,0.7094464890368573,0.2731596886869065,0.2746693794506612,0.5681928294573644,"[[563, 3565], [0, 787]]",0.4652828087190936,0.5660000000000001,"              precision    recall  f1-score   support

           0       1.00      0.14      0.24      4128
           1       0.18      1.00      0.31       787

    accuracy                           0.27      4915
   macro avg       0.59      0.57      0.27      4915
weighted avg       0.87      0.27      0.25      4915
",DEEPNN
16,0.42637371487853737,0.7042088090599358,0.3557896250047255,0.35666327568667344,0.6164916139692483,"[[967, 3161], [1, 786]]",0.5582086350978177,0.621,"              precision    recall  f1-score   support

           0       1.00      0.23      0.38      4128
           1       0.20      1.00      0.33       787

    accuracy                           0.36      4915
   macro avg       0.60      0.62      0.36      4915
weighted avg       0.87      0.36      0.37      4915
",DEEPNN
17,0.49988876417333344,0.666187157878628,0.5799600477486135,0.6187182095625636,0.7663289660963526,"[[2267, 1861], [13, 774]]",0.7874059271227518,0.7949999999999999,"              precision    recall  f1-score   support

           0       0.99      0.55      0.71      4128
           1       0.29      0.98      0.45       787

    accuracy                           0.62      4915
   macro avg       0.64      0.77      0.58      4915
weighted avg       0.88      0.62      0.67      4915
",DEEPNN
18,0.41490572292929223,0.6557389226826754,0.6187109572721581,0.6669379450661241,0.7904075615870296,"[[2513, 1615], [22, 765]]",0.8018641198506486,0.8069999999999999,"              precision    recall  f1-score   support

           0       0.99      0.61      0.75      4128
           1       0.32      0.97      0.48       787

    accuracy                           0.67      4915
   macro avg       0.66      0.79      0.62      4915
weighted avg       0.88      0.67      0.71      4915
",DEEPNN
19,0.4177127903679614,0.6506006787349652,0.6450377416306443,0.6984740590030519,0.808153386424751,"[[2670, 1458], [24, 763]]",0.820273184759166,0.8240000000000001,"              precision    recall  f1-score   support

           0       0.99      0.65      0.78      4128
           1       0.34      0.97      0.51       787

    accuracy                           0.70      4915
   macro avg       0.67      0.81      0.65      4915
weighted avg       0.89      0.70      0.74      4915
",DEEPNN
